Transaction_ID,Customer_ID,Age_Group,Gender,City,Product_Category,Units_Sold,Price,Total_Spend,IoT_Feature_Used,Device_Connectivity,Carbon_Footprint_gCO2,Purchase_Date
TX002011,C8645,25-34,Female,Mumbai,IoT Sneakers,1,188.37,188.37,Yes,NFC,218,21-11-2024
TX002012,C2244,55+,Non-binary,Ahmedabad,RFID Apparel,1,106.74,106.74,No,NA,194.15,28-07-2023
TX002013,C5120,55+,Non-binary,Chennai,Smart Jacket,1,332.3,332.3,Yes,5G,245.61,30-04-2021
TX002014,C1624,55+,Prefer not to say,Lucknow,Smartwatch,1,212.19,212.19,No,NA,159.69,17-08-2024
TX002015,C8149,55+,Non-binary,Mumbai,IoT Sneakers,1,121.32,121.32,Yes,NFC,227.28,07-02-2022
TX002016,C9680,45-54,Non-binary,Kolkata,RFID Apparel,1,119.32,119.32,No,NA,283.09,01-10-2022
TX002017,C8697,55+,Male,Lucknow,AR Glasses,1,531.2,531.2,Yes,Bluetooth,420.18,28-11-2021
TX002018,C6256,55+,Male,Mumbai,AR Glasses,1,530.4,530.4,No,NA,137.26,19-02-2023
TX002019,C1419,35-44,Prefer not to say,Hyderabad,RFID Apparel,1,69.33,69.33,No,NA,148.45,05-11-2024
TX002020,C7902,35-44,Male,Bengaluru,Smartwatch,1,236.11,236.11,Yes,5G,148.94,19-07-2021
TX002021,C9046,25-34,Non-binary,Lucknow,Smartwatch,1,229.78,229.78,No,NA,255.33,03-12-2022
TX002022,C9747,25-34,Prefer not to say,Pune,AR Glasses,1,320.65,320.65,No,NA,193.23,05-10-2024
TX002023,C9591,25-34,Male,Hyderabad,Smart Hat,1,93.97,93.97,Yes,WiFi,461.35,16-07-2023
TX002024,C3465,35-44,Non-binary,Kolkata,Smartwatch,1,282.93,282.93,No,NA,156.16,27-01-2020
TX002025,C6597,45-54,Female,Chennai,AR Glasses,1,538.34,538.34,Yes,Bluetooth,127.14,31-03-2025
TX002026,C2727,18-24,Non-binary,Hyderabad,AR Glasses,1,554.09,554.09,No,NA,186.51,31-03-2020
TX002027,C4068,35-44,Prefer not to say,Ahmedabad,RFID Apparel,1,63.71,63.71,No,NA,243.35,03-05-2023
TX002028,C4826,25-34,Non-binary,Bengaluru,Smart Hat,1,66.66,66.66,No,NA,342.22,15-03-2023
TX002029,C6838,25-34,Prefer not to say,Lucknow,Smart Jacket,1,304.9,304.9,No,NA,313.46,17-04-2023
TX002030,C2234,35-44,Non-binary,Chennai,Smartwatch,1,205.19,205.19,Yes,5G,475.46,31-10-2022
TX002031,C8081,55+,Prefer not to say,Jaipur,Smart Jacket,1,465.91,465.91,No,NA,169.26,11-03-2022
TX002032,C4876,45-54,Male,Jaipur,RFID Apparel,1,95.63,95.63,No,NA,279.06,14-06-2023
TX002033,C4134,45-54,Prefer not to say,Delhi,AR Glasses,1,413.54,413.54,Yes,NFC,380.56,28-01-2021
TX002034,C9849,25-34,Non-binary,Chennai,AR Glasses,1,409.6,409.6,Yes,Bluetooth,230.25,25-12-2022
TX002035,C5346,25-34,Female,Chennai,AR Glasses,1,517.83,517.83,Yes,Bluetooth,389.94,14-12-2023
TX002036,C3156,18-24,Prefer not to say,Ahmedabad,IoT Sneakers,1,212.66,212.66,No,NA,230.3,25-01-2025
TX002037,C3727,35-44,Female,Kolkata,RFID Apparel,1,124.05,124.05,No,NA,77.2,15-04-2024
TX002038,C9858,45-54,Female,Lucknow,Smart Hat,1,85.87,85.87,Yes,5G,299.51,11-10-2021
TX002039,C4080,45-54,Female,Chennai,Smartwatch,1,160.36,160.36,Yes,5G,334.03,31-08-2022
TX002040,C8002,25-34,Prefer not to say,Mumbai,Smartwatch,1,190.13,190.13,No,NA,106.1,29-05-2021
TX002041,C1092,25-34,Prefer not to say,Chennai,IoT Sneakers,1,237.98,237.98,Yes,WiFi,358.78,03-07-2023
TX002042,C6116,45-54,Non-binary,Mumbai,Smart Hat,1,53.74,53.74,Yes,NFC,451.48,20-08-2024
TX002043,C9527,55+,Female,Mumbai,Smartwatch,2,232.69,465.38,No,NA,97.99,07-04-2024
TX002044,C1999,55+,Male,Jaipur,AR Glasses,1,339.99,339.99,Yes,Bluetooth,328.27,19-06-2020
TX002045,C1779,45-54,Male,Chennai,AR Glasses,1,398.62,398.62,No,NA,455.06,21-07-2024
TX002046,C8310,35-44,Non-binary,Hyderabad,Smart Jacket,1,458.7,458.7,Yes,Bluetooth,444.78,10-03-2023
TX002047,C2979,18-24,Male,Mumbai,AR Glasses,1,486.33,486.33,No,NA,330.99,23-05-2025
TX002048,C1510,18-24,Non-binary,Mumbai,Smartwatch,1,305.13,305.13,Yes,WiFi,207.42,31-03-2021
TX002049,C5924,25-34,Prefer not to say,Mumbai,Smartwatch,1,200.32,200.32,Yes,NFC,176.66,22-10-2021
TX002050,C4809,35-44,Female,Mumbai,IoT Sneakers,1,218.77,218.77,No,NA,240.34,03-05-2022
TX002051,C3837,45-54,Male,Pune,Smart Hat,1,66.42,66.42,No,NA,128.5,26-12-2022
TX002052,C1200,45-54,Prefer not to say,Mumbai,Smart Jacket,1,274.56,274.56,Yes,NFC,207.51,16-07-2023
TX002053,C4023,45-54,Male,Chennai,RFID Apparel,1,72.65,72.65,No,NA,109.22,01-07-2023
TX002054,C9092,18-24,Female,Hyderabad,IoT Sneakers,1,237.37,237.37,No,NA,298.16,18-03-2024
TX002055,C9254,18-24,Female,Mumbai,Smart Jacket,1,386.54,386.54,Yes,NFC,188.15,01-04-2023
TX002056,C6284,18-24,Male,Lucknow,IoT Sneakers,1,138.84,138.84,Yes,NFC,256.58,14-02-2021
TX002057,C9480,45-54,Male,Kolkata,Smart Jacket,1,366.82,366.82,Yes,NFC,302.77,16-03-2020
TX002058,C8271,55+,Prefer not to say,Hyderabad,Smartwatch,1,200.87,200.87,No,NA,104.07,01-03-2020
TX002059,C1568,25-34,Female,Jaipur,RFID Apparel,1,86.17,86.17,No,NA,219.13,22-01-2024
TX002060,C7492,18-24,Male,Bengaluru,RFID Apparel,1,116.8,116.8,Yes,Bluetooth,153.09,01-04-2022
TX002061,C9936,18-24,Non-binary,Kolkata,IoT Sneakers,1,209.61,209.61,No,NA,479.86,20-11-2022
TX002062,C1854,18-24,Female,Ahmedabad,Smart Jacket,1,362.3,362.3,No,NA,107.5,28-08-2022
TX002063,C9462,45-54,Non-binary,Hyderabad,RFID Apparel,1,101.82,101.82,No,NA,77.41,06-10-2020
TX002064,C8226,18-24,Male,Lucknow,Smart Jacket,1,340.27,340.27,No,NA,201.55,14-07-2020
TX002065,C1805,18-24,Prefer not to say,Mumbai,Smartwatch,1,252.69,252.69,Yes,WiFi,171.65,26-11-2024
TX002066,C2731,45-54,Female,Kolkata,Smartwatch,2,222.12,444.24,No,NA,190.04,03-05-2025
TX002067,C7418,25-34,Male,Hyderabad,Smart Jacket,1,410.89,410.89,No,NA,223.94,08-04-2021
TX002068,C4246,35-44,Non-binary,Mumbai,RFID Apparel,1,73.46,73.46,Yes,5G,147.76,14-04-2020
TX002069,C1222,45-54,Female,Pune,RFID Apparel,1,71.94,71.94,No,NA,112.73,01-05-2021
TX002070,C8403,25-34,Female,Hyderabad,Smartwatch,1,177.95,177.95,Yes,5G,287.48,22-01-2024
TX002071,C4418,25-34,Female,Chennai,Smart Jacket,1,376,376,Yes,5G,429.67,27-03-2023
TX002072,C7314,18-24,Prefer not to say,Hyderabad,RFID Apparel,1,115.72,115.72,Yes,WiFi,231.12,10-08-2024
TX002073,C7325,25-34,Male,Delhi,IoT Sneakers,1,180.55,180.55,Yes,5G,280.97,28-11-2021
TX002074,C2532,55+,Female,Mumbai,RFID Apparel,1,74.44,74.44,Yes,NFC,206.22,08-12-2023
TX002075,C1859,18-24,Male,Pune,Smart Jacket,1,382.74,382.74,Yes,NFC,384.45,14-12-2023
TX002076,C8588,35-44,Male,Bengaluru,Smart Hat,1,87.15,87.15,Yes,5G,214.64,12-05-2025
TX002077,C6415,18-24,Female,Lucknow,Smart Jacket,1,447.14,447.14,No,NA,457.47,23-11-2022
TX002078,C5858,18-24,Non-binary,Delhi,Smartwatch,1,190.48,190.48,Yes,Bluetooth,282.87,09-01-2023
TX002079,C2131,25-34,Non-binary,Delhi,RFID Apparel,1,82.75,82.75,No,NA,61.27,30-03-2025
TX002080,C1041,25-34,Male,Delhi,Smart Hat,1,84.21,84.21,No,NA,426.53,23-01-2021
TX002081,C8182,35-44,Female,Kolkata,AR Glasses,1,539.26,539.26,No,NA,395.44,12-04-2020
TX002082,C6175,18-24,Female,Hyderabad,Smart Jacket,1,384.84,384.84,Yes,5G,118.64,02-03-2025
TX002083,C5307,35-44,Prefer not to say,Pune,Smartwatch,1,187.57,187.57,No,NA,118.45,04-05-2023
TX002084,C9426,25-34,Female,Mumbai,RFID Apparel,1,65.12,65.12,Yes,5G,254.97,29-10-2020
TX002085,C8741,18-24,Non-binary,Pune,IoT Sneakers,1,157.13,157.13,Yes,WiFi,132.79,03-09-2021
TX002086,C3412,25-34,Male,Bengaluru,AR Glasses,1,506.72,506.72,No,NA,309.28,21-11-2022
TX002087,C9672,18-24,Female,Pune,Smartwatch,1,264.8,264.8,Yes,NFC,261.36,26-07-2020
TX002088,C1429,35-44,Male,Chennai,RFID Apparel,1,90.34,90.34,No,NA,146.44,09-06-2023
TX002089,C9649,25-34,Non-binary,Ahmedabad,Smartwatch,1,209.84,209.84,No,NA,366.82,18-07-2024
TX002090,C7412,18-24,Non-binary,Ahmedabad,Smart Jacket,1,339.87,339.87,No,NA,133.96,05-04-2024
TX002091,C8889,18-24,Non-binary,Mumbai,Smartwatch,1,309.53,309.53,Yes,WiFi,156.07,29-04-2023
TX002092,C3019,35-44,Male,Hyderabad,RFID Apparel,1,89.99,89.99,No,NA,253.83,13-07-2022
TX002093,C8658,55+,Non-binary,Delhi,IoT Sneakers,1,202.74,202.74,Yes,5G,193.97,21-11-2021
TX002094,C8338,45-54,Male,Bengaluru,IoT Sneakers,1,180.42,180.42,Yes,NFC,223.57,12-02-2025
TX002095,C3315,55+,Male,Lucknow,RFID Apparel,1,121.13,121.13,No,NA,175.79,21-05-2025
TX002096,C7306,55+,Prefer not to say,Ahmedabad,IoT Sneakers,1,137.07,137.07,No,NA,213.37,10-03-2023
TX002097,C8563,25-34,Prefer not to say,Lucknow,Smartwatch,1,178.56,178.56,No,NA,469.44,07-08-2021
TX002098,C3461,45-54,Male,Hyderabad,IoT Sneakers,1,150.64,150.64,Yes,Bluetooth,190.22,28-01-2022
TX002099,C7965,18-24,Male,Ahmedabad,Smartwatch,1,243.91,243.91,No,NA,219.64,19-07-2021
TX002100,C6478,55+,Female,Chennai,Smartwatch,1,252.42,252.42,No,NA,385.67,28-07-2020
TX002101,C5492,35-44,Male,Pune,IoT Sneakers,1,149.1,149.1,No,NA,193.56,11-04-2023
TX002102,C7059,35-44,Non-binary,Hyderabad,RFID Apparel,1,120.4,120.4,Yes,Bluetooth,71.3,28-10-2021
TX002103,C9047,45-54,Female,Mumbai,IoT Sneakers,1,219.76,219.76,No,NA,109.02,06-06-2020
TX002104,C6313,35-44,Prefer not to say,Hyderabad,IoT Sneakers,1,209.36,209.36,Yes,WiFi,102.88,21-06-2020
TX002105,C6547,25-34,Male,Delhi,Smartwatch,1,168.08,168.08,No,NA,181.4,18-03-2020
TX002106,C5190,18-24,Non-binary,Jaipur,AR Glasses,1,431.53,431.53,No,NA,433.68,01-11-2023
TX002107,C6047,35-44,Prefer not to say,Hyderabad,RFID Apparel,1,121.76,121.76,Yes,WiFi,232.9,16-09-2021
TX002108,C1222,45-54,Non-binary,Mumbai,Smartwatch,1,189.38,189.38,Yes,5G,229.54,06-02-2025
TX002109,C9566,35-44,Female,Ahmedabad,RFID Apparel,1,70.38,70.38,No,NA,281.07,30-04-2021
TX002110,C9522,35-44,Non-binary,Delhi,Smartwatch,1,206.91,206.91,No,NA,321.38,29-09-2020
TX002111,C1614,25-34,Non-binary,Jaipur,RFID Apparel,1,66.51,66.51,Yes,NFC,187.88,12-09-2024
TX002112,C2161,45-54,Non-binary,Chennai,IoT Sneakers,1,147.59,147.59,Yes,Bluetooth,395.29,20-07-2021
TX002113,C2181,25-34,Male,Mumbai,Smart Jacket,1,292.33,292.33,Yes,Bluetooth,265.85,28-01-2020
TX002114,C6343,35-44,Female,Delhi,RFID Apparel,1,100.76,100.76,No,NA,65.09,22-08-2020
TX002115,C2694,18-24,Male,Mumbai,Smart Jacket,1,327.77,327.77,No,NA,348.45,09-06-2022
TX002116,C6374,55+,Male,Pune,Smartwatch,1,161.25,161.25,Yes,Bluetooth,372.35,06-06-2024
TX002117,C7791,25-34,Prefer not to say,Ahmedabad,Smart Jacket,1,445.73,445.73,Yes,NFC,174.03,20-11-2024
TX002118,C9199,45-54,Non-binary,Chennai,AR Glasses,1,523.75,523.75,Yes,NFC,428.3,06-10-2024
TX002119,C4223,35-44,Prefer not to say,Hyderabad,IoT Sneakers,1,192.01,192.01,Yes,Bluetooth,177.11,27-05-2025
TX002120,C8865,18-24,Prefer not to say,Ahmedabad,Smartwatch,1,160.36,160.36,Yes,Bluetooth,322.88,07-11-2022
TX002121,C3777,45-54,Non-binary,Hyderabad,Smart Jacket,1,446.01,446.01,Yes,WiFi,150.33,28-04-2024
TX002122,C1268,55+,Prefer not to say,Kolkata,Smartwatch,1,226,226,Yes,Bluetooth,136.72,20-10-2024
TX002123,C1994,25-34,Prefer not to say,Chennai,IoT Sneakers,1,205.06,205.06,No,NA,266.27,12-04-2021
TX002124,C4796,35-44,Female,Delhi,RFID Apparel,1,85.8,85.8,No,NA,187.87,12-03-2022
TX002125,C8448,25-34,Non-binary,Chennai,IoT Sneakers,1,150.43,150.43,No,NA,457.4,07-01-2022
TX002126,C2722,35-44,Male,Lucknow,AR Glasses,1,371.91,371.91,No,NA,406.69,13-01-2023
TX002127,C3582,18-24,Female,Bengaluru,RFID Apparel,1,98.67,98.67,Yes,NFC,269.2,06-05-2024
TX002128,C9422,18-24,Female,Delhi,IoT Sneakers,1,192.27,192.27,Yes,5G,95.39,20-04-2025
TX002129,C9899,35-44,Non-binary,Hyderabad,IoT Sneakers,1,173.14,173.14,Yes,WiFi,361.25,29-08-2021
TX002130,C6003,35-44,Female,Lucknow,Smartwatch,1,176.14,176.14,No,NA,228.58,28-04-2021
TX002131,C4878,45-54,Male,Ahmedabad,Smart Jacket,1,459.71,459.71,No,NA,293.83,16-09-2024
TX002132,C9902,18-24,Prefer not to say,Kolkata,Smartwatch,1,163.33,163.33,Yes,WiFi,284.54,22-10-2024
TX002133,C5791,55+,Male,Chennai,IoT Sneakers,1,231.23,231.23,Yes,Bluetooth,260.9,08-06-2023
TX002134,C6124,45-54,Non-binary,Lucknow,RFID Apparel,1,125.82,125.82,No,NA,139.71,24-12-2023
TX002135,C5094,45-54,Non-binary,Lucknow,RFID Apparel,1,120.61,120.61,No,NA,202.69,23-01-2021
TX002136,C8830,45-54,Non-binary,Hyderabad,IoT Sneakers,1,163.5,163.5,No,NA,335.49,16-10-2021
TX002137,C9964,35-44,Female,Kolkata,RFID Apparel,1,69.71,69.71,Yes,5G,240.9,31-08-2023
TX002138,C1373,35-44,Male,Chennai,Smartwatch,1,292.01,292.01,No,NA,120.99,13-07-2022
TX002139,C5819,18-24,Prefer not to say,Hyderabad,IoT Sneakers,1,237.31,237.31,No,NA,133.67,08-02-2021
TX002140,C8680,55+,Prefer not to say,Mumbai,Smart Jacket,1,335.8,335.8,No,NA,398.2,28-10-2020
TX002141,C2313,55+,Prefer not to say,Hyderabad,Smartwatch,1,258.88,258.88,No,NA,403.73,30-11-2024
TX002142,C2185,25-34,Prefer not to say,Lucknow,Smartwatch,1,307.14,307.14,No,NA,304.4,02-08-2022
TX002143,C7421,25-34,Non-binary,Kolkata,IoT Sneakers,1,226.96,226.96,Yes,Bluetooth,465.24,03-11-2020
TX002144,C3013,55+,Male,Chennai,RFID Apparel,1,71.77,71.77,No,NA,199.59,13-06-2023
TX002145,C6833,25-34,Prefer not to say,Bengaluru,IoT Sneakers,1,189.83,189.83,Yes,Bluetooth,438.3,17-06-2025
TX002146,C2719,45-54,Male,Delhi,Smart Jacket,1,426.72,426.72,No,NA,380.55,02-05-2025
TX002147,C5001,35-44,Non-binary,Ahmedabad,Smartwatch,1,231.87,231.87,Yes,Bluetooth,226.64,03-07-2021
TX002148,C6414,45-54,Male,Lucknow,Smartwatch,1,161.42,161.42,No,NA,444.71,09-09-2023
TX002149,C7485,35-44,Prefer not to say,Kolkata,Smart Hat,1,86.36,86.36,Yes,5G,287.96,28-04-2024
TX002150,C6776,25-34,Non-binary,Delhi,Smartwatch,1,222.61,222.61,Yes,WiFi,180.02,29-10-2021
TX002151,C1646,55+,Prefer not to say,Kolkata,IoT Sneakers,1,150.17,150.17,Yes,Bluetooth,434.23,13-04-2021
TX002152,C7096,18-24,Prefer not to say,Chennai,Smart Jacket,1,373.01,373.01,No,NA,303.94,09-09-2022
TX002153,C7837,18-24,Male,Ahmedabad,IoT Sneakers,2,200.57,401.14,Yes,5G,140.16,28-06-2020
TX002154,C1121,25-34,Non-binary,Delhi,AR Glasses,1,605.12,605.12,Yes,WiFi,177.46,15-04-2025
TX002155,C9245,18-24,Male,Bengaluru,Smartwatch,1,295.63,295.63,Yes,5G,465.22,01-09-2022
TX002156,C1654,18-24,Prefer not to say,Chennai,Smart Jacket,1,310.85,310.85,Yes,Bluetooth,301.44,13-01-2021
TX002157,C6260,35-44,Prefer not to say,Jaipur,IoT Sneakers,1,142.56,142.56,No,NA,172.57,08-02-2022
TX002158,C9472,35-44,Female,Chennai,IoT Sneakers,1,237.68,237.68,No,NA,97.87,15-01-2024
TX002159,C8077,18-24,Prefer not to say,Kolkata,Smartwatch,1,219.2,219.2,No,NA,253.66,03-06-2024
TX002160,C9248,55+,Non-binary,Kolkata,RFID Apparel,1,119.4,119.4,No,NA,186.26,30-05-2024
TX002161,C5067,55+,Female,Hyderabad,RFID Apparel,1,101.79,101.79,No,NA,229.25,26-10-2023
TX002162,C4990,55+,Female,Kolkata,Smart Jacket,1,280.64,280.64,No,NA,149.44,08-12-2020
TX002163,C1988,55+,Female,Bengaluru,AR Glasses,1,547.48,547.48,No,NA,389.69,26-02-2024
TX002164,C9644,45-54,Female,Jaipur,IoT Sneakers,1,226.45,226.45,Yes,Bluetooth,146.33,14-09-2023
TX002165,C5997,55+,Prefer not to say,Delhi,Smartwatch,1,226.94,226.94,Yes,Bluetooth,104.17,26-03-2024
TX002166,C6541,45-54,Female,Ahmedabad,IoT Sneakers,1,158.31,158.31,Yes,NFC,167.79,17-03-2023
TX002167,C6592,18-24,Non-binary,Bengaluru,RFID Apparel,1,96.34,96.34,No,NA,220.34,28-07-2022
TX002168,C1222,35-44,Prefer not to say,Kolkata,RFID Apparel,1,70.32,70.32,No,NA,77.64,30-05-2024
TX002169,C5660,25-34,Non-binary,Bengaluru,Smartwatch,1,232.72,232.72,Yes,5G,261.16,15-04-2024
TX002170,C6813,55+,Male,Jaipur,RFID Apparel,1,87.74,87.74,Yes,Bluetooth,109.97,04-01-2024
TX002171,C3123,45-54,Male,Mumbai,Smartwatch,1,275.36,275.36,No,NA,463.91,23-09-2020
TX002172,C3551,18-24,Male,Jaipur,Smartwatch,1,215.34,215.34,No,NA,180.14,10-05-2025
TX002173,C8179,18-24,Male,Chennai,Smartwatch,1,187.26,187.26,Yes,5G,178.56,31-08-2022
TX002174,C8642,55+,Non-binary,Pune,Smart Jacket,1,353.22,353.22,Yes,5G,370.15,24-03-2020
TX002175,C9800,18-24,Non-binary,Kolkata,Smart Jacket,1,447.87,447.87,No,NA,299.43,19-01-2024
TX002176,C3025,45-54,Non-binary,Lucknow,Smartwatch,1,227.2,227.2,Yes,WiFi,368.3,09-12-2021
TX002177,C5789,45-54,Male,Ahmedabad,Smart Jacket,1,437.54,437.54,Yes,Bluetooth,291.72,10-02-2023
TX002178,C1359,25-34,Male,Jaipur,Smartwatch,2,274.34,548.68,No,NA,205.36,24-10-2021
TX002179,C2577,55+,Prefer not to say,Lucknow,IoT Sneakers,1,196.32,196.32,No,NA,390.95,03-04-2024
TX002180,C9671,45-54,Prefer not to say,Chennai,IoT Sneakers,1,234.03,234.03,No,NA,162.35,21-11-2023
TX002181,C8483,35-44,Female,Ahmedabad,Smartwatch,2,228.19,456.38,No,NA,196.35,25-09-2021
TX002182,C4484,25-34,Non-binary,Kolkata,Smartwatch,1,177.04,177.04,Yes,WiFi,442.6,05-02-2022
TX002183,C6920,35-44,Prefer not to say,Chennai,RFID Apparel,1,90.4,90.4,Yes,Bluetooth,138.18,06-02-2020
TX002184,C2143,35-44,Male,Pune,AR Glasses,1,401.04,401.04,No,NA,461.75,14-11-2023
TX002185,C9667,35-44,Non-binary,Lucknow,Smartwatch,1,186.81,186.81,Yes,NFC,212.47,18-06-2025
TX002186,C3579,55+,Prefer not to say,Ahmedabad,Smart Hat,1,83.84,83.84,No,NA,274.61,02-01-2020
TX002187,C4015,18-24,Non-binary,Hyderabad,IoT Sneakers,1,166.82,166.82,No,NA,126.1,20-04-2024
TX002188,C5879,35-44,Female,Bengaluru,RFID Apparel,1,113.23,113.23,No,NA,228.77,30-12-2023
TX002189,C2833,55+,Male,Kolkata,Smartwatch,1,310.54,310.54,Yes,5G,193.84,01-07-2022
TX002190,C6843,45-54,Male,Delhi,Smartwatch,1,249.45,249.45,No,NA,255.93,15-02-2021
TX002191,C8122,18-24,Non-binary,Mumbai,IoT Sneakers,1,130.16,130.16,No,NA,283.72,25-09-2024
TX002192,C5784,25-34,Non-binary,Chennai,Smartwatch,1,239.2,239.2,Yes,Bluetooth,454.19,05-06-2020
TX002193,C3697,25-34,Prefer not to say,Pune,Smartwatch,2,219.49,438.98,No,NA,450.8,11-06-2025
TX002194,C1715,35-44,Non-binary,Pune,IoT Sneakers,1,189.89,189.89,No,NA,218.39,09-07-2021
TX002195,C7058,25-34,Male,Bengaluru,RFID Apparel,1,78.81,78.81,No,NA,148.43,03-04-2020
TX002196,C8554,18-24,Male,Kolkata,RFID Apparel,1,103.18,103.18,Yes,WiFi,79.77,15-01-2025
TX002197,C2823,18-24,Non-binary,Hyderabad,Smart Jacket,1,474.43,474.43,No,NA,282.98,04-07-2024
TX002198,C8074,55+,Non-binary,Ahmedabad,Smart Hat,1,92.07,92.07,No,NA,266.71,29-12-2020
TX002199,C5348,25-34,Non-binary,Mumbai,RFID Apparel,1,115.8,115.8,No,NA,148.09,11-01-2021
TX002200,C8189,18-24,Non-binary,Lucknow,Smartwatch,1,314.84,314.84,No,NA,348.23,07-02-2025
TX002201,C8877,25-34,Male,Jaipur,IoT Sneakers,1,127.59,127.59,No,NA,152.55,15-03-2024
TX002202,C6303,35-44,Male,Mumbai,AR Glasses,1,367.37,367.37,No,NA,419.05,04-04-2020
TX002203,C1424,18-24,Female,Hyderabad,IoT Sneakers,1,146.88,146.88,No,NA,347.05,29-02-2024
TX002204,C9121,35-44,Prefer not to say,Delhi,Smart Hat,1,76.26,76.26,No,NA,301.41,03-11-2021
TX002205,C2256,55+,Male,Ahmedabad,Smartwatch,1,222.35,222.35,Yes,5G,337.12,11-04-2023
TX002206,C4035,45-54,Prefer not to say,Ahmedabad,Smartwatch,1,238.26,238.26,No,NA,124.31,06-02-2020
TX002207,C6440,25-34,Non-binary,Chennai,RFID Apparel,2,124.32,248.64,No,NA,267.12,11-03-2021
TX002208,C4799,35-44,Prefer not to say,Hyderabad,RFID Apparel,1,107.06,107.06,Yes,5G,192.27,20-12-2022
TX002209,C3350,45-54,Male,Pune,RFID Apparel,1,125.86,125.86,No,NA,126.34,18-06-2022
TX002210,C5357,35-44,Non-binary,Bengaluru,Smartwatch,1,276.33,276.33,No,NA,367.63,27-11-2022
TX002211,C9671,18-24,Non-binary,Hyderabad,RFID Apparel,1,76.43,76.43,No,NA,273.54,13-02-2020
TX002212,C9639,45-54,Prefer not to say,Ahmedabad,IoT Sneakers,1,215.27,215.27,Yes,5G,99.52,21-03-2023
TX002213,C3538,25-34,Prefer not to say,Chennai,Smartwatch,1,238.06,238.06,No,NA,384.63,22-03-2024
TX002214,C8516,55+,Male,Jaipur,RFID Apparel,1,78.91,78.91,No,NA,108.94,21-07-2020
TX002215,C3266,55+,Non-binary,Chennai,RFID Apparel,1,99.05,99.05,Yes,WiFi,142.65,17-03-2020
TX002216,C1323,25-34,Male,Hyderabad,Smartwatch,1,250.34,250.34,No,NA,300.52,06-06-2021
TX002217,C1868,35-44,Prefer not to say,Lucknow,AR Glasses,1,497.66,497.66,No,NA,280.64,08-10-2021
TX002218,C1971,18-24,Prefer not to say,Mumbai,RFID Apparel,1,98.21,98.21,No,NA,178.13,11-06-2023
TX002219,C3449,55+,Male,Bengaluru,Smartwatch,1,246.8,246.8,No,NA,451.37,16-11-2024
TX002220,C6314,45-54,Female,Hyderabad,RFID Apparel,1,91.3,91.3,No,NA,189.54,12-06-2024
TX002221,C3025,45-54,Non-binary,Chennai,Smartwatch,1,287.57,287.57,No,NA,426.72,09-04-2024
TX002222,C3736,55+,Male,Lucknow,RFID Apparel,2,101.26,202.52,No,NA,84.98,10-10-2024
TX002223,C7518,25-34,Non-binary,Mumbai,Smartwatch,1,170.02,170.02,No,NA,433.36,02-08-2024
TX002224,C6000,18-24,Female,Mumbai,Smart Jacket,1,370.51,370.51,No,NA,407.76,12-12-2024
TX002225,C5031,35-44,Male,Pune,IoT Sneakers,1,182.81,182.81,Yes,WiFi,139.86,29-10-2022
TX002226,C8667,45-54,Prefer not to say,Hyderabad,Smartwatch,1,282.6,282.6,No,NA,292.76,12-06-2023
TX002227,C4549,45-54,Female,Ahmedabad,IoT Sneakers,1,136.77,136.77,No,NA,454.2,29-01-2025
TX002228,C9035,35-44,Non-binary,Kolkata,AR Glasses,1,502.86,502.86,No,NA,439.32,12-05-2024
TX002229,C1558,25-34,Female,Hyderabad,Smartwatch,1,228.34,228.34,No,NA,146.76,20-04-2022
TX002230,C7449,35-44,Female,Delhi,IoT Sneakers,1,182.53,182.53,Yes,Bluetooth,171.03,22-01-2020
TX002231,C1872,35-44,Male,Hyderabad,Smartwatch,1,165.85,165.85,Yes,NFC,306.71,02-10-2022
TX002232,C1585,35-44,Prefer not to say,Chennai,Smart Jacket,1,408.93,408.93,No,NA,422.26,06-08-2022
TX002233,C3286,25-34,Female,Jaipur,RFID Apparel,1,114.26,114.26,Yes,5G,140.61,16-06-2024
TX002234,C5043,18-24,Prefer not to say,Pune,AR Glasses,1,627.19,627.19,No,NA,179.69,06-02-2022
TX002235,C9670,55+,Male,Chennai,Smartwatch,1,263.67,263.67,Yes,5G,387.06,17-04-2025
TX002236,C5943,25-34,Female,Chennai,Smart Jacket,1,295.41,295.41,Yes,WiFi,454.2,03-01-2021
TX002237,C2055,45-54,Prefer not to say,Mumbai,RFID Apparel,1,121.32,121.32,No,NA,122.26,06-01-2024
TX002238,C4394,35-44,Male,Lucknow,IoT Sneakers,2,145.91,291.82,No,NA,410.34,30-12-2020
TX002239,C8161,18-24,Female,Delhi,IoT Sneakers,1,124.77,124.77,No,NA,399.04,07-03-2020
TX002240,C5307,45-54,Male,Delhi,Smartwatch,1,313.01,313.01,No,NA,442.99,02-03-2023
TX002241,C1146,45-54,Female,Chennai,Smartwatch,2,256.48,512.96,Yes,Bluetooth,385.18,19-10-2023
TX002242,C7190,55+,Male,Delhi,Smartwatch,1,183.49,183.49,No,NA,459.03,05-08-2023
TX002243,C5349,18-24,Female,Kolkata,Smart Jacket,2,268.44,536.88,Yes,WiFi,231.34,11-12-2023
TX002244,C2823,25-34,Prefer not to say,Mumbai,RFID Apparel,1,98.63,98.63,No,NA,162.37,09-07-2021
